nm,E891,ISO9050,ASTM_G173_global,ASTM_G173_direct
1500,0.0011661493249850467,0.0009697662151079136,0.0012601542263611246,0.0013621083029295802
1505,0.0012698026385416714,0.0010097854543571828,0.0009253165505565386,0.0010009165125064935
1510,0.0013735220153956553,0.0010498046936064519,0.0013602686298041235,0.0014701188631273735
1515,0.0014771753289522798,0.001089823932855721,0.0013361828441440552,0.001444095593442413
1520,0.001580894705806264,0.0011298431721049901,0.0013299979764275867,0.0014376037670263799
1525,0.0015974105301460701,0.0011698624113542593,0.0013015375282363574,0.001406935483612706
1530,0.0016139263544858765,0.0012098816506035282,0.0012833349094285393,0.001387292112302123
1535,0.001630442178825683,0.0012499008898527973,0.0013418648770868271,0.001450811275941758
1540,0.0016438530281896056,0.0012899201291020664,0.0013320595989997426,0.0014403460040469458
1545,0.001644645787757916,0.0013299393683513356,0.0013931037405265137,0.0015066633687279745
1550,0.0016455046106235863,0.0013699586076006047,0.0013571510542072045,0.0014677124102317751
1555,0.0016462973701918968,0.001355051440980252,0.0013455355709348124,0.0014553443616288153
1560,0.0016357933059117803,0.0013401442743598993,0.0013359314267572069,0.001445046981796487
1565,0.0015893508078682447,0.0013252371077395464,0.001343976783136353,0.0014536654410039792
1570,0.0015429083098247092,0.0013103299411191937,0.0012156030654116032,0.001314986597392512
1575,0.0014964658117811737,0.0012954227744988412,0.001205496086460301,0.001303625901164454
1580,0.0014732775944080855,0.0012805156078784883,0.0012301349903714358,0.001330376703120177
1585,0.001485102924635387,0.0012656084412581356,0.001301034693462661,0.0014066556635085668
1590,0.0014969282548626883,0.001250701274637783,0.001215804199321082,0.0013143709931634057
1595,0.0014831210257146101,0.0012357941080174302,0.0012984702361168079,0.0014037455344255174
1600,0.001452269465847852,0.0012208869413970775,0.0011972495961716763,0.0012946156938111668
1605,0.0014214839692784527,0.0012049993034151175,0.0011908635945457292,0.0012877321192493385
1610,0.0013906324094116946,0.0011891116654331579,0.001094168467563867,0.0011834151844261846
1615,0.0014140848799742197,0.0011732240274511978,0.0012120329385183573,0.0013106773677887657
1620,0.0014375373505367446,0.001157336389469238,0.001179097260841228,0.0012750282865214113
1625,0.0014609898210992697,0.0011414487514872782,0.0011958416588053256,0.0012932725573112976
1630,0.0014844422916617946,0.0011255611135053184,0.0011892545232699,0.0012862770547078135
1635,0.0014662748848880075,0.0011096734755233584,0.0011749740156969154,0.0012710548410426324
1640,0.0014481074781142207,0.0010937858375413988,0.001081647881698821,0.0011703755675732904
1645,0.0014299400713404335,0.001077898199559439,0.0010972860431607862,0.0011873326658841357
1650,0.0014154722092187633,0.0010620105615774791,0.0011326856112290288,0.001225723984172056
1655,0.0014019952965574813,0.0010284044054179053,0.0011178519854049783,0.001209886166277768
1660,0.00138845232059884,0.0009947982492583315,0.0011229306166193143,0.001215594496402211
1665,0.001374909344640199,0.0009611920930987577,0.0010649034837347231,0.0011532505771999616
1670,0.0013613663686815576,0.0009275859369391839,0.0011146841263306895,0.001207311821319686
1675,0.0013478894560202757,0.0008939797807796103,0.001074055076616002,0.0011636598850739458
1680,0.0013302505556253626,0.0008603736246200366,0.0010337277277655322,0.001120231804911517
1685,0.0013064677685760413,0.0008267674684604626,0.001072094020998585,0.0011619809644491097
1690,0.0012827510448240795,0.000793161312300889,0.0010319678060575939,0.0011187767403699922
1695,0.0012589682577747584,0.0007595551561413153,0.001054343953487094,0.0011431770534509446
1700,0.0012351854707254373,0.0007259489999817416,0.0010044124604590187,0.0010892837013937037
1705,0.0012114687469734753,0.0007252186488654424,0.000994506615417195,0.001078706501457236
1710,0.0011876859599241542,0.0007244882977491434,0.000944826539775968,0.0010250370054833064
1715,0.0011639031728748331,0.0007237579466328442,0.0009536261483156591,0.0010347747451073563
1720,0.0011401864491228711,0.0007230275955165449,0.000940200459857959,0.0010202800637129374
1725,0.00111640366207355,0.0007222972444002459,0.0008954481649989588,0.0009719271497176557
1730,0.0010926208750242287,0.0007215668932839467,0.000875284490573724,0.0009502131096364413
1735,0.001068904151272267,0.0007208365421676475,0.0008122792934295362,0.0008818810402056094
1740,0.0010451213642229456,0.0007201061910513484,0.0008456675224029924,0.0009180897616812428
1745,0.0009737730030749824,0.0007193758399350492,0.0007784385131597531,0.0008453365346050089
1750,0.0009024246419270189,0.0007186454888187501,0.0008329960861058374,0.0009044905046200699
1755,0.0008310762807790555,0.0006683613147020435,0.0007693874872332138,0.0008355987949809591
1760,0.0007597279196310921,0.0006180771405853367,0.0008044350709598689,0.0008734864370814287
1765,0.0006883795584831287,0.0005677929664686301,0.0006679657133786034,0.0007256854580750182
1770,0.0006170311973351652,0.0005175087923519235,0.0007126174412828642,0.0007740383720702997
1775,0.0005456828361872018,0.0004672246182352169,0.00057745545411321,0.0006275245655429304
1780,0.00047433447503923834,0.0004169404441185102,0.0005053489475651133,0.0005492476896109857
1785,0.0004029861138912749,0.00036665627000180356,0.0003870872371394028,0.00042085503302768143
1790,0.0003316377527433115,0.000316372095885097,0.000447040227207252,0.0004859411892504967
1795,0.0002602893915953481,0.0002660879217683903,0.00023598538764356547,0.0002566733851249529
1800,0.00018894103044738464,0.00021580374765168365,0.00016004225177216344,0.00017411526159967586
1805,0.00017420891513627738,0.00019820528719181757,7.449497172315575e-05,8.106388416917282e-05
1810,0.00015941073652781087,0.0001806068267319515,4.873022075371412e-05,5.3032625416908213e-05
1815,0.00014467862121670362,0.00016300836627208538,1.6501025933628614e-05,1.796053320428901e-05
1820,0.00012994650590559637,0.00014540990581221928,4.96574480764107e-06,5.404893203514237e-06
1825,0.00011514832729712987,0.00012781144535235322,6.408126355989853e-06,6.974795915777708e-06
1830,0.0001004162119860226,0.00011021298489248713,2.6168024457946326e-08,2.8483448040553815e-08
1835,8.568409667491535e-05,9.261452443262103e-05,3.2276964123586686e-08,3.513645083657125e-08
1840,7.088591806644885e-05,7.501606397275495e-05,3.15292488150998e-10,3.4326651455191945e-10
1845,5.6153802755341586e-05,5.741760351288886e-05,3.150662125028345e-08,3.430482548706908e-08
1850,4.142168744423432e-05,3.981914305302276e-05,1.5081523367483026e-08,1.642432083256392e-08
1855,2.6623508835767838e-05,3.66576231523305e-05,1.4278496233889509e-09,1.5555199589107066e-09
1860,1.1891393524660571e-05,3.349610325163824e-05,5.607110561491123e-08,6.11127107440364e-08
1865,1.149501374050522e-05,3.0334583350945983e-05,8.539140126916172e-08,9.314651626591041e-08
1870,1.1098633956349867e-05,2.7173063450253724e-05,1.3406580736299552e-12,1.4633472166072012e-12
1875,1.0768317469553739e-05,2.4011543549561468e-05,2.2692933336928914e-12,2.4789822665914252e-12
1880,1.0371937685398388e-05,2.0850023648869208e-05,3.8972209135357314e-07,4.260149157480112e-07
1885,9.975557901243034e-06,1.7688503748176945e-05,2.2069418217545097e-07,2.4136722542852984e-07
1890,9.579178117087683e-06,1.4526983847484687e-05,1.122980900096684e-06,1.228746041296761e-06
1895,9.18279833293233e-06,1.1365463946792429e-05,6.510201815050269e-07,7.131495174095749e-07
1900,8.786418548776978e-06,8.20394404610017e-06,4.3354917022897145e-09,4.752240792619592e-09
1905,8.390038764621625e-06,1.8258777907479034e-05,2.849413812106694e-09,3.1226804341536104e-09
1910,8.059722277825497e-06,2.8313611768857898e-05,1.1587827359838841e-07,1.2718383373342226e-07
1915,7.663342493670146e-06,3.8368445630236755e-05,1.0030045230926681e-07,1.1009801817467288e-07
1920,7.266962709514795e-06,4.842327949161563e-05,2.266226041573342e-06,2.4876566898197456e-06
1925,2.2329394507418184e-05,5.8478113352994476e-05,4.707287733961002e-06,5.166934186954125e-06
1930,3.739182630532158e-05,6.853294721437334e-05,2.777759856854924e-06,3.048584070577508e-06
1935,5.2454258103224966e-05,7.85877810757522e-05,1.80693675927884e-05,1.9826933298898545e-05
1940,6.751668990112835e-05,8.864261493713108e-05,1.6503540107497095e-05,1.8108278219274594e-05
1945,8.257912169903175e-05,9.869744879850995e-05,5.462294146666492e-05,5.992067710040272e-05
1950,9.764155349693513e-05,0.0001087522826598888,8.410917259623531e-05,9.223989912849889e-05
1955,0.00011270398529483852,0.00012813159926634737,5.04644978881938e-05,5.532603099043441e-05
1960,0.0001277664170927419,0.00014751091587280593,0.00011015098552598379,0.00012070879652363746
1965,0.00020492834840831717,0.00016689023247926451,0.00014362469641096846,0.00015733724815547977
1970,0.0002939156099511938,0.00018626954908572304,0.0002456197019075929,0.0002689351020883396
1975,0.0003829028714940704,0.00020564886569218163,0.00034120859238732226,0.0003734479109843909
1980,0.00047189013303694706,0.00022502818229864021,0.0003797005943137993,0.00041544331221362614
1985,0.0005608773945798237,0.00024440749890509875,0.00041766964807563186,0.0004568063200075065
1990,0.00046198063843306327,0.00026378681551155733,0.0004304919348048959,0.00047079172881239176
1995,0.0003630178189889436,0.0002831661321180159,0.00040825155276429396,0.0004465201329793435
2000,0.0002640549995448239,0.00030254544872447445,0.0001918616362516862,0.0002098147104857755
2005,0.0001651582433980635,0.0003121900853835483,7.543024440223149e-05,8.253014151486307e-05
2010,0.00023756361730377455,0.0003218347220426222,0.00019986676584893653,0.0002186570257765793
2015,0.00030996899120948557,0.00033147935870169603,0.000133995410494678,0.00014667050578568734
2020,0.00038230830181783736,0.0003411239953607699,0.0002261801095564812,0.00024757923174042367
2025,0.0004547136757235484,0.00035076863201984374,0.00037214801601287596,0.0004073005471831707
2030,0.0005271190496292595,0.00036041326867891757,0.00042668547556801243,0.0004670757178294211
2035,0.0005995244235349705,0.0003700579053379915,0.00048466232497523386,0.0005305836886648904
2040,0.0005766665226486786,0.0003797025419970654,0.00045145008817257145,0.0004944085456017539
2045,0.0005357072782859588,0.0003893471786561392,0.00045795174179646893,0.0005016390970927148
2050,0.0004948140972205982,0.00039899181531521304,0.00034156057672890994,0.0003743545281218024
2055,0.0004538548528578785,0.0004014029744799815,0.00027608646084587176,0.0003027093886579605
2060,0.00041289560849515876,0.00040381413364475,0.0003479264649639093,0.00038143397675652823
2065,0.00037193636413243895,0.0004062252928095184,0.00031112901622478984,0.00034116786377087424
2070,0.00039684222723686697,0.0004086364519742869,0.0003302417659729988,0.0003621711607875746
2075,0.00042174809034129494,0.0004110476111390554,0.00038941033379388123,0.0004270334609270785
2080,0.0004466539534457229,0.0004134587703038238,0.0004365209237415185,0.000478649077336625
2085,0.0004716258798475101,0.00041586992946859223,0.00042792244911130616,0.0004692415254354597
2090,0.0004965317429519381,0.00041828108863336074,0.00044802578336369743,0.000491246578424979
2095,0.0005214376060563661,0.0004206922477981292,0.0004512791243495146,0.0004948394685621284
2100,0.000546343469160794,0.00042310340696289766,0.0004331066756281184,0.0004749610483640682
2105,0.0005418511649403667,0.00042223298850922606,0.00046840567674162186,0.0005135874155394656
2110,0.0005374249240172985,0.00042136257005555446,0.00045081148800997674,0.0004942742319517669
2115,0.0005329326197968713,0.0004204921516018828,0.00046096372209091175,0.0005053998792923479
2120,0.0005284403155764439,0.00041962173314821115,0.0004404229215854044,0.00048286316810496375
2125,0.0005239480113560166,0.0004187513146945396,0.0004456725166227972,0.0004885826910335724
2130,0.0005195217704329486,0.000417880896240868,0.00045141488973841275,0.0004948450649642113
2135,0.0005150294662125211,0.00041701047778719636,0.0004527725436273936,0.0004962833402994875
2140,0.0005105371619920939,0.00041614005933352476,0.00045640803904122023,0.0005002623821803491
2145,0.0005061109210690258,0.0004152696408798531,0.0004499667255901664,0.000493222108360203
2150,0.0005008258572802878,0.0004143992224261815,0.00042559432410909075,0.0004665664452398874
2155,0.0004943516541390837,0.00040987704839101413,0.00042660502200422097,0.0004676689364501965
2160,0.0004878774509978795,0.00040535487435584675,0.00042323602902045353,0.00046400888948805365
2165,0.0004814032478566755,0.00040083270032067927,0.00038371321580789845,0.00042070952657352893
2170,0.00047492904471547136,0.0003963105262855119,0.0004123044010402888,0.00045205497463922015
2175,0.0004684548415742673,0.00039178835225034457,0.000404520518743465,0.00044355403987546635
2180,0.00046198063843306327,0.0003872661782151771,0.0004113590716657392,0.0004510532186664012
2185,0.00045550643529185914,0.0003827440041800097,0.00037486332379083775,0.0004111005041973833
2190,0.000449032232150655,0.0003782218301448424,0.00039758139886645146,0.00043598770425953804
2195,0.0004425580290094509,0.00037369965610967496,0.0003971992444384421,0.00043558476330957737
2200,0.00043839604127581975,0.00036917748207450753,0.00035802841556747456,0.0003927275161595929
2205,0.0004377354083022275,0.0003681970107129004,0.00037214801601287596,0.000408240742733079
2210,0.0004371408386259945,0.0003672165393512934,0.00039882340075748213,0.0004374931364198078
2215,0.00043648020565240217,0.00036623606798968624,0.00038352716694163065,0.00042078787620268804
2220,0.0004358195726788099,0.0003652555966280791,0.00039085346959439053,0.00042885788800606716
2225,0.0004352250030025769,0.00036427512526647206,0.0003794039217973183,0.00041637231495936884
2230,0.0004345643700289847,0.00036329465390486494,0.0003810129930731475,0.0004182023384404403
2235,0.00043390373705539244,0.0003623141825432578,0.0003736012085088592,0.000410160308647475
2240,0.00043324310408180013,0.0003613337111816508,0.00036766272983150203,0.0004037244462522697
